,rua,metro_quadrado,quartos,garagens,banheiros,preco,id,scrapy_datetime,lat,lon
1759,"            Rua Artur Serpa, Casa Caiada",        638 ,,,,260000,2551123312,2022-05-08 20:08:48,-7.9898147,-34.8451905
1760,"            Carmo, Olinda",        192 ,3,1,3,630000,2554929748,2022-05-08 20:08:48,-8.0171147,-34.84999970000001
1761,"            Avenida Dez de Novembro, Carmo",        180 ,4,1,3,1000000,2561264121,2022-05-08 20:08:48,-8.0183373,-34.8512766
1762,"            Casa Caiada, Olinda",        36 ,1,1,1,219000,2543096876,2022-05-08 20:08:48,-7.9835463,-34.8389609
1763,"            Avenida Doutor José Augusto Moreira, Casa Caiada",        40 ,1,,,155000,2518643811,2022-05-08 20:08:48,-7.9848483,-34.8380293
1764,"            Avenida Guararapes, Jardim Atlântico",        185 ,3,4,3,650000,2476261530,2022-05-08 20:08:48,-7.9786434,-34.8422404
1765,"            Avenida Doutor José Augusto Moreira, Casa Caiada",        41 ,1,,,360000,2553415762,2022-05-08 20:08:48,-7.9848483,-34.8380293
1766,"            Avenida Ministro Marcos Freire, Casa Caiada",        192 ,3,3,3,750000,2544597576,2022-05-08 20:08:48,-7.9811394,-34.8352712
1767,"            Rua Manoel Graciliano de Souza, Jardim Atlântico",        90 ,3,1,,300000,2521527411,2022-05-08 20:08:48,-7.974585,-34.8386276
1768,"            Rio Doce, Olinda",        10 ,2,1,,120000,2535946087,2022-05-08 20:08:48,-7.9661053,-34.8322058
1769,"            Jardim Atlântico, Olinda",        400 ,5,4,2,890000,2560623068,2022-05-08 20:08:48,-7.9753891,-34.8459936
1770,"            Rua Maria Wanderley de Queiroz, Fragoso",        50 ,3,1,1,145000,2550761054,2022-05-08 20:08:48,-7.9927496,-34.8519334
1771,"            Rua Pereira Simões, Bairro Novo",        95 ,3,2,3,450000,2557787703,2022-05-08 20:08:48,-8.0005265,-34.8434549
1772,"            Casa Caiada, Olinda",        41 ,1,1,1,350000,2543096978,2022-05-08 20:08:48,-7.9835463,-34.8389609
1773,"            Jardim Atlântico, Olinda",        56 ,3,1,2,149000,2559725054,2022-05-08 20:08:48,-7.9753891,-34.8459936
1774,"            Jardim Atlântico, Olinda",        58 ,2,1,1,100000,2535009903,2022-05-08 20:08:48,-7.9753891,-34.8459936
1775,"            Rua Vinte e Nove-A, Rio Doce",        43 ,2,1,1,147900,2558722276,2022-05-08 20:08:48,-7.9625956,-34.8474301
1776,"            Casa Caiada, Olinda",        160 ,3,1,2,580000,2543349358,2022-05-08 20:08:48,-7.9835463,-34.8389609
1777,"            Rua Capivara, Fragoso",        52 ,2,1,1,175000,2559317043,2022-05-08 20:08:48,-7.9839194,-34.8489826
1778,"            Casa Caiada, Olinda",        95 ,3,2,4,800000,2534462710,2022-05-08 20:08:48,-7.9835463,-34.8389609
1779,"            Bairro Novo, Olinda",        124 ,3,2,2,700000,2528459383,2022-05-08 20:08:48,-8.0027701,-34.8431006
1780,"            Bonsucesso, Olinda",        60 ,2,1,2,300000,2546355879,2022-05-08 20:08:48,-8.0108144,-34.8532121
1781,"            Casa Caiada, Olinda",        110 ,3,1,1,350000,2427749015,2022-05-08 20:08:48,-7.9835463,-34.8389609
1782,"            Rua José Augusto da Silva Braga, Bairro Novo",        200 ,5,4,,699000,2561527898,2022-05-08 20:08:48,-8.0006416,-34.8448816
1783,"            Avenida Dez de Novembro, Carmo",        156 ,5,3,3,1200000,2561542476,2022-05-08 20:08:48,-8.0183373,-34.8512766
1784,"            Rua Ponte Preta, Salgadinho",        1000 ,8,,,900000,2551140751,2022-05-08 20:08:48,-8.0259098,-34.8649435
1785,"            Casa Caiada, Olinda",        114 ,3,1,1,300000,2552676339,2022-05-08 20:08:48,-7.9835463,-34.8389609
1786,"            Casa Caiada, Olinda",        25 ,1,,,120000,2475111074,2022-05-08 20:08:48,-7.9835463,-34.8389609
1787,"            Avenida Ministro Marcos Freire, Casa Caiada",        135 ,4,2,2,935000,2549324891,2022-05-08 20:08:48,-7.9811394,-34.8352712
1788,"            Rua Antônio Estelita Passos, Casa Caiada",        324 ,5,3,4,750000,2540633983,2022-05-08 20:08:48,-7.9851678,-34.8396388
1789,"            Jardim Atlântico, Olinda",        602 ,8,2,4,700000,2555946873,2022-05-08 20:08:48,-7.9753891,-34.8459936
1790,"            Bultrins, Olinda",        112 ,4,1,1,295000,2476493083,2022-05-08 20:08:48,-7.9976816,-34.852405
1791,"            Bairro Novo, Olinda",        105 ,3,1,1,370000,2491393779,2022-05-08 20:08:48,-8.0027701,-34.8431006
1792,"            Rua Setenta e Oito, Rio Doce",        46 ,2,1,1,139999,2558722269,2022-05-08 20:08:48,-7.9620241,-34.8562978
1793,"            Avenida Ministro Marcos Freire, Casa Caiada",        128 ,4,3,4,1100000,2555837520,2022-05-08 20:08:48,-7.9811394,-34.8352712
1794,"            Bairro Novo, Olinda",        182 ,4,2,,750000,2557198211,2022-05-08 20:08:48,-8.0027701,-34.8431006
1795,"            Rua Professor Ênio Carlos de Albuquerque, Rio Doce",        200 ,,,,50000,2558421771,2022-05-08 20:08:48,-7.9644261,-34.8460222
1796,"            Rua Adônis, Fragoso",        360 ,,,,150000,2483364676,2022-05-08 20:08:48,-7.9854926,-34.8492728
1797,"            Rua Jornalista Edson Regis, Jardim Atlântico",        173 ,4,2,3,570000,2558360087,2022-05-08 20:08:48,-7.9751264,-34.8373879
1798,"            Rua Professor Fernando César de Andrade, Casa Caiada",        120 ,4,1,2,250000,2553986277,2022-05-08 20:08:48,,
1799,"            Peixinhos, Olinda",        10 ,2,3,1,290000,2501647958,2022-05-08 20:08:48,-8.013118799999999,-34.8723992
1800,"            Avenida Ministro Marcos Freire, Casa Caiada",        128 ,4,4,,1250000,2549704254,2022-05-08 20:08:48,-7.9811394,-34.8352712
1801,"            Bultrins, Olinda",        360 ,6,1,,650000,2558250323,2022-05-08 20:08:48,-7.9976816,-34.852405
1802,"            Bairro Novo, Olinda",        166 ,4,8,1,700000,2216365721,2022-05-08 20:08:48,-8.0027701,-34.8431006
1803,"            Avenida Presidente Getúlio Vargas, Bairro Novo",        21 ,1,,,99000,2514335029,2022-05-08 20:08:48,-8.0022951,-34.8403535
1804,"            Rua Professor José Cândido Pessoa, Bairro Novo",        133 ,3,3,3,720000,2552562410,2022-05-08 20:08:48,-8.003732,-34.8413302
1805,"            Rua Coronel João Lapa, Varadouro",        150 ,3,1,,490000,2560663154,2022-05-08 20:08:48,-8.0182395,-34.8533475
1806,"            Rua Professor Francisco Xavier Paes Barreto, Casa Caiada",        85 ,3,1,1,255000,2538749501,2022-05-08 20:08:48,-7.9903257,-34.8422608
1807,"            Rua Professor Diógenes Fernandes Távora, Casa Caiada",        10 ,3,1,1,215000,2525248377,2022-05-08 20:08:48,-7.9851617,-34.8453235
1808,"            Avenida Ministro Marcos Freire, Casa Caiada",        145 ,3,1,3,450000,2559450325,2022-05-08 20:08:48,-7.9811394,-34.8352712
1809,"            Avenida Ministro Marcos Freire, Casa Caiada",        144 ,3,2,1,600000,2555693609,2022-05-08 20:08:48,-7.9811394,-34.8352712
1810,"            Avenida Ministro Marcos Freire, Casa Caiada",        138 ,3,2,,400000,2529916889,2022-05-08 20:08:48,-7.9811394,-34.8352712
1811,"            Rio Doce, Olinda",        81 ,2,1,1,270000,2558219542,2022-05-08 20:08:48,-7.9661053,-34.8322058
1812,"            Rua Professor Diógenes Fernandes Távora, Casa Caiada",        300 ,8,4,5,1100000,2515639875,2022-05-08 20:08:48,-7.9851617,-34.8453235
1813,"            Rua Marta França de Lima, Jardim Atlântico",        120 ,3,2,2,450000,2559121271,2022-05-08 20:08:48,-7.9693246,-34.8462135
1814,"            Casa Caiada, Olinda",        10 ,2,1,1,360000,2552169360,2022-05-08 20:08:48,-7.9835463,-34.8389609
1815,"            Rua Coronel João Ribeiro, Bairro Novo",        690 ,,,,1050000,2528596387,2022-05-08 20:08:48,-8.0007627,-34.8421559
1816,"            Casa Caiada, Olinda",        317 ,8,3,4,639000,2543441021,2022-05-08 20:08:48,-7.9835463,-34.8389609
1817,"            Rua Artur Serpa, Fragoso",        50 ,2,1,2,185000,2559317284,2022-05-08 20:08:48,-7.9912927,-34.8452266
1818,"            Avenida Ministro Marcos Freire, Casa Caiada",        41 ,1,1,1,280000,2523597040,2022-05-08 20:08:48,-7.9811394,-34.8352712
1819,"            Casa Caiada, Olinda",        128 ,3,1,1,370000,2548327170,2022-05-08 20:08:48,-7.9835463,-34.8389609
1820,"            Avenida Governador Carlos de Lima Cavalcante, Casa Caiada",        200 ,4,12,3,850000,2523124496,2022-05-08 20:08:48,-7.9824958,-34.8375212
1821,"            Rua João da Costa Lima, Casa Caiada",        56 ,2,1,2,347000,2558722851,2022-05-08 20:08:48,-7.9877679,-34.8420628
1822,"            Santa Tereza, Olinda",        10 ,4,10,2,850000,2461152989,2022-05-08 20:08:48,-8.0216803,-34.858546
1823,"            Avenida Ministro Marcos Freire, Casa Caiada",        146 ,4,1,2,619900,2558453557,2022-05-08 20:08:48,-7.9811394,-34.8352712
1824,"            Rua Beliro Dourado, Jardim Atlântico",        55 ,2,1,1,150000,2554598716,2022-05-08 20:08:48,-7.9751353,-34.8491577
1825,"            Monte, Olinda",        300 ,9,3,,600000,2548461096,2022-05-08 20:08:48,-8.006156299999999,-34.8524429
1826,"            Jardim Atlântico, Olinda",        49 ,2,1,,200000,2561867656,2022-05-08 20:08:48,-7.9753891,-34.8459936
1827,"            Avenida Governador Carlos de Lima Cavalcante, Rio Doce",        640 ,,,,900000,2511156990,2022-05-08 20:08:48,-7.9643799,-34.8318207
1828,"            Rua Coroatá, Casa Caiada",        113 ,3,2,4,710000,2561957659,2022-05-08 20:08:48,,
1829,"            Rua Maria Ramos, Bairro Novo",        169 ,3,3,3,700000,2559175577,2022-05-08 20:08:48,-8.0003012,-34.8427491
1830,"            Rua Ayrton Senna, Rio Doce",        47 ,2,1,1,179999,2558722261,2022-05-08 20:08:48,-7.9673038,-34.8347981
1831,"            Rua Manoel Graciliano de Souza, Jardim Atlântico",        112 ,3,1,1,280000,2529047980,2022-05-08 20:08:48,-7.974585,-34.8386276
1832,"            Avenida da Asa Branca, Rio Doce",        46 ,2,1,1,157200,2558722302,2022-05-08 20:08:48,-7.9571815,-34.8454746
1833,"            Rua Joana Noberto Pessoa, Bairro Novo",        102 ,3,2,3,410000,2560072735,2022-05-08 20:08:48,-7.993924,-34.8447282
1834,"            Ladeira da Misericórdia, Carmo",        400 ,7,3,,1300000,43779876,2022-05-08 20:08:48,-8.0141382,-34.8525565
1835,"            Casa Caiada, Olinda",        419 ,4,2,1,850000,2210525504,2022-05-08 20:08:48,-7.9835463,-34.8389609
1836,"            Rua Professor Diógenes Fernandes Távora, Casa Caiada",        10 ,3,1,1,190000,2525248378,2022-05-08 20:08:48,-7.9851617,-34.8453235
1837,"            Rua Pereira Simões, Bairro Novo",        159 ,3,2,2,545000,2540631548,2022-05-08 20:08:48,-8.0005265,-34.8434549
1838,"            Casa Caiada, Olinda",        40 ,4,1,,180000,2523705909,2022-05-08 20:08:48,-7.9835463,-34.8389609
1839,"            Avenida Ministro Marcos Freire, Casa Caiada",        156 ,4,2,2,750000,2548541917,2022-05-08 20:08:48,-7.9811394,-34.8352712
1840,"            Avenida Ministro Marcos Freire, Casa Caiada",        128 ,4,3,4,1200000,2539608602,2022-05-08 20:08:48,-7.9811394,-34.8352712
1841,"            Rua Neusta Pierre, Jardim Atlântico",        171 ,3,4,2,515000,2498180279,2022-05-08 20:08:48,-7.9767988,-34.8413432
1842,"            Rua Victor José Fernandes, Bairro Novo",        80 ,3,1,2,225000,2558421411,2022-05-08 20:08:48,-8.0014992,-34.8457288
1843,"            Bairro Novo, Olinda",        1200 ,,,,3900000,2556351833,2022-05-08 20:08:48,-8.0027701,-34.8431006
1844,"            Praça General Dantas Barreto, Carmo",        145 ,5,2,3,600000,2557219559,2022-05-08 20:08:48,-8.0138793,-34.8439776
1845,"            Jardim Atlântico, Olinda",        10 ,3,1,1,150000,2461152285,2022-05-08 20:08:48,-7.9753891,-34.8459936
1846,"            Jardim Atlântico, Olinda",        122 ,3,1,1,390000,2556109636,2022-05-08 20:08:48,-7.9753891,-34.8459936
1847,"            Rua José Augusto da Silva Braga, Bairro Novo",        200 ,5,5,,690000,2561527880,2022-05-08 20:08:48,-8.0006416,-34.8448816
1848,"            Rua Coronel João Ribeiro, Bairro Novo",        200 ,3,2,3,890000,2551876940,2022-05-08 20:08:48,-8.0007627,-34.8421559
1849,"            Avenida Ministro Marcos Freire, Casa Caiada",        157 ,3,1,1,450000,2542929441,2022-05-08 20:08:48,-7.9811394,-34.8352712
1850,"            Rua do Amparo, Amparo",        480 ,3,3,,1200000,2557219542,2022-05-08 20:08:48,-8.0131713,-34.8531411
1851,"            Rua do Sol, Carmo",        199 ,17,10,7,1700000,2529690012,2022-05-08 20:08:48,-21.9314728,-42.6076037
1852,"            Rua da Boa Hora, Varadouro",        400 ,4,2,,600000,2560663587,2022-05-08 20:08:48,-8.0166597,-34.8567609
1853,"            Rua Desembargador Tomaz Antônio Guimarães, Casa Caiada",        106 ,4,2,1,320000,2520659788,2022-05-08 20:08:48,-7.9809791,-34.8360874
1854,"            Rua Vinte e Nove-A, Rio Doce",        38 ,2,1,1,171690,2559317164,2022-05-08 20:08:48,-7.9625956,-34.8474301
1855,"            Jardim Atlântico, Olinda",        10 ,2,1,1,100000,2559231149,2022-05-08 20:08:48,-7.9753891,-34.8459936
1856,"            Casa Caiada, Olinda",        156 ,4,2,2,750000,2538086980,2022-05-08 20:08:48,-7.9835463,-34.8389609
1857,"            Bairro Novo, Olinda",        141 ,3,4,1,690000,2538235418,2022-05-08 20:08:48,-8.0027701,-34.8431006
1858,"            Rua Desembargador Tomaz Antônio Guimarães, Casa Caiada",        212 ,5,2,6,650000,2549496462,2022-05-08 20:08:48,-7.9809791,-34.8360874
1859,"            Rua Professor Francisco Xavier Paes Barreto, Casa Caiada",        127 ,3,2,3,550000,2468388573,2022-05-08 20:08:48,-7.9903257,-34.8422608
1860,"            Rua Henrique Dias, Varadouro",        120 ,4,1,2,550000,2558525446,2022-05-08 20:08:48,-8.0175149,-34.8536507
1861,"            Casa Caiada, Olinda",        133 ,4,2,1,940000,2550376895,2022-05-08 20:08:48,-7.9835463,-34.8389609
1862,"            Rua Aluísio de Azevedo, Jardim Atlântico",        300 ,3,3,4,750000,2557754779,2022-05-08 20:08:48,-7.9761781,-34.8411158
1863,"            Rua Poeta Álvaro Aranha Arantes, Jardim Atlântico",        82 ,3,1,,120000,2547648648,2022-05-08 20:08:48,-7.9783736,-34.8396378
1864,"            Jardim Atlântico, Olinda",        138 ,3,1,,380000,2514910441,2022-05-08 20:08:48,-7.9753891,-34.8459936
1865,"            Avenida Doutor José Augusto Moreira, Casa Caiada",        41 ,1,1,1,349999,2560351171,2022-05-08 20:08:48,-7.9848483,-34.8380293
1866,"            Avenida Governador Carlos de Lima Cavalcante, Bairro Novo",        170 ,5,2,2,450000,2543096981,2022-05-08 20:08:48,-7.9999362,-34.8461515
1867,"            Rua Manuel dos Santos Moreira, Casa Caiada",        331 ,4,4,6,1650000,2547693093,2022-05-08 20:08:48,-7.9890199,-34.8419815
1868,"            Rua Aluísio de Azevedo, Jardim Atlântico",        281 ,4,2,4,790000,2546072281,2022-05-08 20:08:48,-7.9761781,-34.8411158
1869,"            Jardim Atlântico, Olinda",        185 ,3,2,2,650000,2559050376,2022-05-08 20:08:48,-7.9753891,-34.8459936
1870,"            Jardim Atlântico, Olinda",        44 ,1,1,,50000,2557202632,2022-05-08 20:08:48,-7.9753891,-34.8459936
1871,"            Avenida Ministro Marcos Freire, Casa Caiada",        128 ,4,3,4,1100000,2557853751,2022-05-08 20:08:48,-7.9811394,-34.8352712
1872,"            Avenida Ministro Marcos Freire, Casa Caiada",        128 ,4,3,4,1100000,2557853751,2022-05-08 20:08:48,-7.9811394,-34.8352712
1873,"            Avenida Ministro Marcos Freire, Casa Caiada",        139 ,4,1,3,520000,2558522732,2022-05-08 20:08:48,-7.9811394,-34.8352712
1874,"            Rua Compositor Ataulfo Alves, Fragoso",        75 ,2,1,1,180000,2539660686,2022-05-08 20:08:48,,
1875,"            Avenida Guararapes, Jardim Atlântico",        240 ,3,3,2,850000,2543841428,2022-05-08 20:08:48,-7.9786434,-34.8422404
1876,"            Bairro Novo, Olinda",        400 ,2,9,4,1590000,2548305955,2022-05-08 20:08:48,-8.0027701,-34.8431006
1877,"            Avenida Ministro Marcos Freire, Casa Caiada",        139 ,3,2,3,420000,2530976985,2022-05-08 20:08:48,-7.9811394,-34.8352712
1878,"            Jardim Atlântico, Olinda",        240 ,3,4,3,850000,2550382325,2022-05-08 20:08:48,-7.9753891,-34.8459936
1879,"            Rua Estudante Carlos Alberto Cavalcanti de Oliveira, Rio Doce",        350 ,8,3,4,450000,2522419254,2022-05-08 20:08:48,-7.9661053,-34.8322058
1880,"            Rua Francisco Beltrão de Andrade Lima, Jardim Atlântico",        35 ,1,1,1,100000,2552648091,2022-05-08 20:08:48,-7.9699548,-34.8405459
1881,"            Rua Luís de Carvalho, Bairro Novo",        250 ,3,3,1,1150000,2536564387,2022-05-08 20:08:48,-8.0034755,-34.8440334
1882,"            Rua Olímpio Ferreira Chaves, Casa Caiada",        96 ,4,2,3,400000,2559742120,2022-05-08 20:08:48,-7.9833662,-34.8401304
1883,"            Rua Ayrton Senna, Rio Doce",        46 ,2,1,1,188248,2561712214,2022-05-08 20:08:48,-7.9673038,-34.8347981
1884,"            Avenida Ministro Marcos Freire, Casa Caiada",        156 ,4,4,1,1300000,2551664762,2022-05-08 20:08:48,-7.9811394,-34.8352712
1885,"            Rio Doce, Olinda",        450 ,,,,250000,2221165961,2022-05-08 20:08:48,-7.9661053,-34.8322058
1886,"            Rua Marechal Deodoro da Fonseca, Bairro Novo",        129400 ,3,1,2,280000,2557219422,2022-05-08 20:08:48,,
1887,"            Avenida da Asa Branca, Rio Doce",        51 ,2,1,1,156999,2558722258,2022-05-08 20:08:48,-7.9571815,-34.8454746
1888,"            Casa Caiada, Olinda",        135 ,4,3,4,1000000,2561694099,2022-05-08 20:08:48,-7.9835463,-34.8389609
1889,"            Avenida da Asa Branca, Rio Doce",        52 ,2,1,1,156999,2558722347,2022-05-08 20:08:48,-7.9571815,-34.8454746
1890,"            Casa Caiada, Olinda",        58 ,2,1,1,319000,2518194855,2022-05-08 20:08:48,-7.9835463,-34.8389609
1891,"            Peixinhos, Olinda",        180 ,2,2,2,400000,2557202849,2022-05-08 20:08:48,-8.013118799999999,-34.8723992
1892,"            Avenida Ministro Marcos Freire, Casa Caiada",        135 ,4,2,2,999000,2551474888,2022-05-08 20:08:48,-7.9811394,-34.8352712
1893,"            Rua Joventina Bezerra de Lima, Santa Tereza",        4100 ,5,,,890000,2561516918,2022-05-08 20:08:48,,
1894,"            Avenida Doutor José Augusto Moreira, Casa Caiada",        160 ,4,1,,1300000,2523219992,2022-05-08 20:08:48,-7.9848483,-34.8380293
1895,"            Rua Manuel dos Santos Moreira, Casa Caiada",        230 ,4,2,3,480000,2557862738,2022-05-08 20:08:48,-7.9890199,-34.8419815
1896,"            Rua Doutor Manoel de Barros Lima, Bairro Novo",        20 ,10,,,2750000,2558453770,2022-05-08 20:08:48,-7.9960147,-34.8429804
1897,"            Casa Caiada, Olinda",        500 ,6,6,3,800000,2543096879,2022-05-08 20:08:48,-7.9835463,-34.8389609
1898,"            Rua Levino Ferreira, Rio Doce",        49 ,2,1,1,184000,2561595401,2022-05-08 20:08:48,-7.9670178,-34.8356348
1899,"            Bairro Novo, Olinda",        139 ,3,3,3,750000,2542544387,2022-05-08 20:08:48,-8.0027701,-34.8431006
1900,"            Jardim Atlântico, Olinda",        118 ,3,10,1,600000,2196925498,2022-05-08 20:08:48,-7.9753891,-34.8459936
1901,"            Rua Hélio Rodrigues Cardoso, Casa Caiada",        500 ,5,4,5,750000,2557862448,2022-05-08 20:08:48,-7.9970371,-34.8477665
1902,"            Bairro Novo, Olinda",        114 ,2,1,,500000,2498836134,2022-05-08 20:08:48,-8.0027701,-34.8431006
1903,"            Bairro Novo, Olinda",        320 ,4,6,3,980000,2532911347,2022-05-08 20:08:48,-8.0027701,-34.8431006
1904,"            Rua Otaviano Pessoa Monteiro, Casa Caiada",        200 ,,,,649000,2559119074,2022-05-08 20:08:48,-7.9892805,-34.8399215
1905,"            Avenida Ministro Marcos Freire, Casa Caiada",        160 ,4,5,,1500000,2542017218,2022-05-08 20:08:48,-7.9811394,-34.8352712
1906,"            Avenida Ministro Marcos Freire, Bairro Novo",        3000 ,5,,,12000000,2558427669,2022-05-08 20:08:48,-8.0023988,-34.8395821
1907,"            Jardim Atlântico, Olinda",        10 ,3,1,1,330000,2528711129,2022-05-08 20:08:48,-7.9753891,-34.8459936
1908,"            Rua Manoel Graciliano de Souza, Jardim Atlântico",        50 ,2,1,1,190000,2559317369,2022-05-08 20:08:48,-7.974585,-34.8386276
1909,"            Casa Caiada, Olinda",        180 ,4,2,1,420000,2519422888,2022-05-08 20:08:48,-7.9835463,-34.8389609
1910,"            Rua Coronel João Ribeiro, Bairro Novo",        200 ,3,2,2,1050000,2528453777,2022-05-08 20:08:48,-8.0007627,-34.8421559
1911,"            Avenida Ministro Marcos Freire, Casa Caiada",        145 ,3,1,3,449900,2561527897,2022-05-08 20:08:48,-7.9811394,-34.8352712
1912,"            Avenida Dez de Novembro, Carmo",        140 ,3,1,1,600000,2556019306,2022-05-08 20:08:48,-8.0183373,-34.8512766
1913,"            Rua Manuel dos Santos Moreira, Casa Caiada",        252 ,4,2,,650000,2551595790,2022-05-08 20:08:48,-7.9890199,-34.8419815
1914,"            Avenida Escritor Ramos de Almeida, Jardim Atlântico",        100 ,3,3,3,800000,2558421445,2022-05-08 20:08:48,-7.9740591,-34.8454469
1915,"            Rua Manuel Borba, Carmo",        1016 ,,,,2300000,2546253880,2022-05-08 20:08:48,,
1916,"            Rua Coronel João Ribeiro, Bairro Novo",        250 ,6,3,3,550000,2549369763,2022-05-08 20:08:48,-8.0007627,-34.8421559
1917,"            Rua Coronel Joaquim Cavalcante, Amparo",        200 ,4,3,,450000,2558198299,2022-05-08 20:08:48,,
1918,"            Rua Manoel Graciliano de Souza, Jardim Atlântico",        200 ,3,2,2,800000,2556396295,2022-05-08 20:08:48,-7.974585,-34.8386276
1919,"            Jardim Atlântico, Olinda",        250 ,4,2,1,700000,2543096878,2022-05-08 20:08:48,-7.9753891,-34.8459936
1920,"            Rio Doce, Olinda",        10 ,2,2,1,310000,2514912879,2022-05-08 20:08:48,-7.9661053,-34.8322058
1921,"            Rio Doce, Olinda",        5300 ,1,,,838998,2560354141,2022-05-08 20:08:48,-7.9661053,-34.8322058
1922,"            Rua Luciano Eugênio de Melo, Bairro Novo",        380 ,15,4,,1000000,2556938508,2022-05-08 20:08:48,-8.0058146,-34.8432099
1923,"            Rua Ayrton Senna, Rio Doce",        10 ,2,1,,180000,2543095138,2022-05-08 20:08:48,-7.9673038,-34.8347981
1924,"            Rua Manuel dos Santos Moreira, Casa Caiada",        118 ,3,1,3,370000,2560615833,2022-05-08 20:08:48,-7.9890199,-34.8419815
1925,"            Avenida Ministro Marcos Freire, Casa Caiada",        280 ,4,2,5,900000,2499459893,2022-05-08 20:08:48,-7.9811394,-34.8352712
1926,"            Casa Caiada, Olinda",        160 ,4,2,3,790000,2551619358,2022-05-08 20:08:48,-7.9835463,-34.8389609
1927,"            Casa Caiada, Olinda",        160 ,4,2,1,600000,2210195582,2022-05-08 20:08:48,-7.9835463,-34.8389609
1928,"            Travessa Conselheiro João Alfredo, Amparo",        780 ,5,3,3,2000000,2560662894,2022-05-08 20:08:48,,
1929,"            Jardim Atlântico, Olinda",        171 ,3,6,1,600000,2432438525,2022-05-08 20:08:48,-7.9753891,-34.8459936
1930,"            Rua Carlos Pessoa Monteiro, Casa Caiada",        10 ,3,2,3,565000,2549521217,2022-05-08 20:08:48,-7.9908448,-34.8408931
1931,"            Jardim Atlântico, Olinda",        10 ,1,1,1,89000,2517856481,2022-05-08 20:08:48,-7.9753891,-34.8459936
1932,"            Casa Caiada, Olinda",        95 ,3,1,,770000,2555950957,2022-05-08 20:08:48,-7.9835463,-34.8389609
1933,"            Rua Carlos Leite Moreira, Casa Caiada",        400 ,5,4,8,895000,2526092126,2022-05-08 20:08:48,-7.9826439,-34.8404972
1934,"            Rua Tertuliano Francisco Feitosa, Casa Caiada",        331 ,4,4,4,1650000,2560615885,2022-05-08 20:08:48,-7.9919121,-34.8403828
1935,"            Avenida Ministro Marcos Freire, Casa Caiada",        220 ,3,3,5,1350000,2549222700,2022-05-08 20:08:48,-7.9811394,-34.8352712
1936,"            Rua do Bonfim, Carmo",        724 ,5,5,5,4900000,2558722665,2022-05-08 20:08:48,-8.0155687,-34.84995
1937,"            Rua Eduardo de Moraes, Bairro Novo",        98 ,3,1,3,299000,2522518908,2022-05-08 20:08:48,-7.9942423,-34.8426543
1938,"            Avenida Ministro Marcos Freire, Casa Caiada",        144 ,3,2,3,622000,2561527949,2022-05-08 20:08:48,-7.9811394,-34.8352712
1939,"            Rua da Boa Hora, Varadouro",        290000 ,,,,110000,2560662379,2022-05-08 20:08:48,-8.0166597,-34.8567609
1940,"            Rua Edmar Moury Fernandes, Casa Caiada",        214 ,4,1,2,700000,2553986278,2022-05-08 20:08:48,-7.9866574,-34.8432774
1941,"            Avenida Ministro Marcos Freire, Casa Caiada",        133 ,4,2,4,950000,2553635798,2022-05-08 20:08:48,-7.9811394,-34.8352712
1942,"            Sapucaia, Olinda",        1200 ,9,4,,4500000,2525251388,2022-05-08 20:08:48,-7.995946000000001,-34.8901323
1943,"            Bairro Novo, Olinda",        300 ,5,3,1,1150000,2558256161,2022-05-08 20:08:48,-8.0027701,-34.8431006
1944,"            Bairro Novo, Olinda",        300 ,5,3,1,1150000,2558256161,2022-05-08 20:08:48,-8.0027701,-34.8431006
1945,"            Rua Prudente de Morais, Carmo",        450 ,4,2,3,2290000,2551141417,2022-05-08 20:08:48,-8.0155082,-34.8519549
1946,"            Casa Caiada, Olinda",        10 ,1,2,,420000,2461152292,2022-05-08 20:08:48,-7.9835463,-34.8389609
1947,"            Jardim Fragoso, Olinda",        474 ,,,,170000,2553915203,2022-05-08 20:08:48,-7.977691999999999,-34.8546228
1948,"            Rua Pica-Pau, Rio Doce",        200 ,3,1,1,220000,2513499086,2022-05-08 20:08:48,-7.9577507,-34.8471635
1949,"            Rua Jornalista Edson Regis, Jardim Atlântico",        170 ,3,3,,440000,2559317194,2022-05-08 20:08:48,-7.9751264,-34.8373879
1950,"            Casa Caiada, Olinda",        155 ,3,2,3,650000,2523706080,2022-05-08 20:08:48,-7.9835463,-34.8389609
1951,"            Rio Doce, Olinda",        211 ,5,2,2,520000,2550378617,2022-05-08 20:08:48,-7.9661053,-34.8322058
1952,"            Carmo, Olinda",        288 ,5,6,3,850000,2208205492,2022-05-08 20:08:48,-8.0171147,-34.84999970000001
1953,"            Rodovia PE-15, Tabajara",        9600 ,,,,3000000,2559471915,2022-05-08 20:08:48,-7.9761399,-34.8633424
1954,"            Bairro Novo, Olinda",        228 ,4,1,,980000,2212355691,2022-05-08 20:08:48,-8.0027701,-34.8431006
1955,"            Rua Sete de Setembro, Carmo",        450 ,9,2,2,2800000,2499274091,2022-05-08 20:08:48,-8.0169099,-34.851653
1956,"            Rua Joana Noberto Pessoa, Casa Caiada",        156 ,3,2,2,500000,2551141149,2022-05-08 20:08:48,-7.9924125,-34.8439806
1957,"            Avenida Ministro Marcos Freire, Casa Caiada",        162 ,4,3,4,1400000,2526557478,2022-05-08 20:08:48,-7.9811394,-34.8352712
