,rua,metro_quadrado,quartos,garagens,banheiros,preco,id,scrapy_datetime,lat,lon
572,"            Rua Poeta José Avelino Filho, Peixinhos",        80 ,3,2,1,250000,2523421547,2022-05-08 20:08:48,-8.0069092,-34.8829043
573,"            Rua José Mariano, Jardim Atlântico",        47 ,2,1,1,195000,2560313185,2022-05-08 20:08:48,-7.9759257,-34.8431952
574,"            Rua Agave, Jardim Fragoso",        50 ,2,1,1,130000,2508255274,2022-05-08 20:08:48,-7.9845668,-34.8471334
575,"            Avenida Governador Carlos de Lima Cavalcante, Bairro Novo",        62 ,3,1,2,400000,2550776973,2022-05-08 20:08:48,-7.9999362,-34.8461515
576,"            Rua Pereira Simões, Bairro Novo",        117 ,5,2,4,800000,2559742105,2022-05-08 20:08:48,-8.0005265,-34.8434549
577,"            Casa Caiada, Olinda",        95 ,3,2,4,740000,2554177719,2022-05-08 20:08:48,-7.9835463,-34.8389609
578,"            Rua Agrião, Jardim Fragoso",        53 ,2,1,2,169000,2554150048,2022-05-08 20:08:48,-7.987006,-34.8488541
579,"            Avenida Governador Carlos de Lima Cavalcante, Bairro Novo",        56 ,2,1,1,250000,2518922588,2022-05-08 20:08:48,-7.9999362,-34.8461515
580,"            Rua Coronel João Alexandre de Carvalho, Jardim Atlântico",        52 ,2,1,2,234900,2547077243,2022-05-08 20:08:48,-7.9684097,-34.8390986
581,"            Rua Golfinho, Ouro Preto",        45 ,1,,,65000,2542655476,2022-05-08 20:08:48,-7.9923587,-34.8651069
582,"            Rua Ulisses Tenório de Albuquerque, Casa Caiada",        61 ,3,1,1,406000,2550549512,2022-05-08 20:08:48,-7.9827993,-34.8384556
583,"            Rua Manoel Graciliano de Souza, Jardim Atlântico",        110 ,3,1,2,210000,2550287375,2022-05-08 20:08:48,-7.974585,-34.8386276
584,"            Avenida Governador Carlos de Lima Cavalcante, Casa Caiada",        34 ,1,1,1,220000,2478466980,2022-05-08 20:08:48,-7.9824958,-34.8375212
585,"            Rio Doce, Olinda",        47 ,2,1,1,186360,2552148234,2022-05-08 20:08:48,-7.9661053,-34.8322058
586,"            Rua Jornalista Luís de Andrade, Casa Caiada",        95 ,3,2,2,690000,2540348190,2022-05-08 20:08:48,-7.9866315,-34.8418334
587,"            Avenida Presidente Getúlio Vargas, Bairro Novo",        77 ,3,1,2,450000,2551233975,2022-05-08 20:08:48,-8.0022951,-34.8403535
588,"            Rua Carlos Pena Filho, Fragoso",        55 ,2,1,1,120000,2559552879,2022-05-08 20:08:48,-7.9921906,-34.8505131
589,"            Avenida Professor Andrade Bezerra, Salgadinho",        984 ,8,4,8,900000,2541085280,2022-05-08 20:08:48,-8.0288054,-34.8683529
590,"            Rua Pereira Simões, Bairro Novo",        52 ,2,1,2,330000,2546690034,2022-05-08 20:08:48,-8.0005265,-34.8434549
591,"            Rua Nilson Sabino Pinho, Jardim Atlântico",        110 ,3,1,2,200000,2528066107,2022-05-08 20:08:48,-7.973061,-34.8387294
592,"            Rua Jornalista Edson Regis, Jardim Atlântico",        113 ,3,1,3,420000,2527246623,2022-05-08 20:08:48,-7.9751264,-34.8373879
593,"            Rua Coronel Henrique Guimarães, Bairro Novo",        46 ,2,1,,180000,2558425243,2022-05-08 20:08:48,-8.0095731,-34.8431656
594,"            Avenida São João Batista, Jardim Atlântico",        53 ,2,1,2,237427,2547076688,2022-05-08 20:08:48,,
595,"            Rua Everaldo Xavier, Jardim Atlântico",        48 ,2,1,1,236000,2468537196,2022-05-08 20:08:48,-7.975346,-34.8444302
596,"            Rua Eduardo de Moraes, Casa Caiada",        54 ,2,1,2,335000,2553879649,2022-05-08 20:08:48,-7.9942423,-34.8426543
597,"            Avenida Governador Carlos de Lima Cavalcante, Casa Caiada",        69 ,3,1,1,260000,2543947303,2022-05-08 20:08:48,-7.9824958,-34.8375212
598,"            Rua Ulisses Tenório de Albuquerque, Casa Caiada",        64 ,3,1,2,400000,2558421438,2022-05-08 20:08:48,-7.9827993,-34.8384556
599,"            Rua Gildo Branco, Casa Caiada",        63 ,3,1,1,330000,2554779055,2022-05-08 20:08:48,-7.9825468,-34.8390406
600,"            Jardim Atlântico, Olinda",        45 ,2,1,1,200000,2547503313,2022-05-08 20:08:48,-7.9753891,-34.8459936
601,"            Jardim Atlântico, Olinda",        50 ,2,1,1,219000,2543095740,2022-05-08 20:08:48,-7.9753891,-34.8459936
602,"            Rua Sergipe, Jardim Brasil",        180 ,4,2,2,280000,2546924642,2022-05-08 20:08:48,-8.0038456,-34.8724118
603,"            Bairro Novo, Olinda",        41 ,2,1,1,120000,1792565481,2022-05-08 20:08:48,-8.0027701,-34.8431006
604,"            Rua Jornalista Luís de Andrade, Casa Caiada",        95 ,3,2,4,769999,2560347631,2022-05-08 20:08:48,-7.9866315,-34.8418334
605,"            Rua Centro de Abastecimento Tiradentes, Rio Doce",        43 ,2,1,,140000,2543095139,2022-05-08 20:08:48,-19.56031486537929,-41.33801801903785
606,"            Rua Álvaro da Boa Vista Maia, Jardim Atlântico",        64 ,2,1,1,210000,2547524273,2022-05-08 20:08:48,-7.9712137,-34.8395651
607,"            Rio Doce, Olinda",        50 ,2,1,1,155000,2559053361,2022-05-08 20:08:48,-7.9661053,-34.8322058
608,"            Casa Caiada, Olinda",        75 ,2,1,,400000,2475110981,2022-05-08 20:08:48,-7.9835463,-34.8389609
609,"            Avenida Ministro Marcos Freire, Casa Caiada",        40 ,1,1,1,180000,2542841376,2022-05-08 20:08:48,-7.9811394,-34.8352712
610,"            Rua Sete, Rio Doce",        46 ,2,1,2,184007,2559679676,2022-05-08 20:08:48,-7.9665249,-34.8459423
611,"            Avenida São João Batista, Jardim Atlântico",        90 ,3,1,1,200000,2527979785,2022-05-08 20:08:48,,
612,"            Avenida Vasco Rodrigues, Peixinhos",        45 ,2,1,1,185000,2554801841,2022-05-08 20:08:48,-8.006184,-34.8778505
613,"            Travessa Coronel Frederico Lundgren, Rio Doce",        46 ,2,1,1,186360,2554596896,2022-05-08 20:08:48,-7.967635,-34.8363487
614,"            Avenida Ministro Marcos Freire, Casa Caiada",        129 ,4,2,1,849900,2554148901,2022-05-08 20:08:48,-7.9811394,-34.8352712
615,"            Jardim Atlântico, Olinda",        61 ,2,1,,170000,2540509797,2022-05-08 20:08:48,-7.9753891,-34.8459936
616,"            Travessa Coronel Frederico Lundgren, Rio Doce",        47 ,2,1,1,186000,2553789001,2022-05-08 20:08:48,-7.967635,-34.8363487
617,"            Avenida Governador Carlos de Lima Cavalcante, Casa Caiada",        87 ,3,1,2,370000,2552562367,2022-05-08 20:08:48,-7.9824958,-34.8375212
618,"            Bultrins, Olinda",        78 ,3,1,3,215000,2510757081,2022-05-08 20:08:48,-7.9976816,-34.852405
619,"            Rua Rodizita, Jardim Atlântico",        47 ,2,1,1,100000,2533019345,2022-05-08 20:08:48,-7.9756662,-34.8487226
620,"            Avenida Presidente Kennedy, Peixinhos",        2000 ,5,,,20000,2560662878,2022-05-08 20:08:48,-8.0117628,-34.874454
621,"            Avenida Doutor José Augusto Moreira, Casa Caiada",        98 ,4,2,3,430000,2538976296,2022-05-08 20:08:48,-7.9848483,-34.8380293
622,"            Rua Nereu Gomes Maciel, Casa Caiada",        70 ,3,1,1,400000,2552774383,2022-05-08 20:08:48,-7.9736004,-34.8339395
623,"            Avenida D, Rio Doce",        51 ,2,1,1,175000,2550650262,2022-05-08 20:08:48,-7.9631638,-34.8464586
624,"            Avenida São João Batista, Jardim Atlântico",        52 ,2,6,2,234900,2526822673,2022-05-08 20:08:48,,
625,"            Rio Doce, Olinda",        55 ,2,1,1,160000,2560351321,2022-05-08 20:08:48,-7.9661053,-34.8322058
626,"            Rua Um, Rio Doce",        46 ,2,1,1,197670,2560971567,2022-05-08 20:08:48,-7.9577916,-34.8509717
627,"            Rua José Augusto da Silva Braga, Bairro Novo",        76 ,3,1,3,380000,2539499749,2022-05-08 20:08:48,-8.0006416,-34.8448816
628,"            Avenida Governador Carlos de Lima Cavalcante, Rio Doce",        70 ,2,1,1,160000,2549579780,2022-05-08 20:08:48,-7.9643799,-34.8318207
629,"            Avenida Ministro Marcos Freire, Casa Caiada",        120 ,3,2,4,649999,2561527925,2022-05-08 20:08:48,-7.9811394,-34.8352712
630,"            Avenida Governador Carlos de Lima Cavalcante, Casa Caiada",        46 ,2,1,1,210000,2552497689,2022-05-08 20:08:48,-7.9824958,-34.8375212
631,"            Rio Doce, Olinda",        40 ,1,1,1,149000,2558235993,2022-05-08 20:08:48,-7.9661053,-34.8322058
632,"            Rua Jornalista Edson Regis, Jardim Atlântico",        127 ,3,1,1,250000,2552031014,2022-05-08 20:08:48,-7.9751264,-34.8373879
633,"            Rua Pereira Simões, Bairro Novo",        60 ,2,1,1,350000,2536996275,2022-05-08 20:08:48,-8.0005265,-34.8434549
634,"            Avenida Doutor José Augusto Moreira, Casa Caiada",        95 ,3,2,2,770000,2549521377,2022-05-08 20:08:48,-7.9848483,-34.8380293
635,"            Rua Everaldo Xavier, Jardim Atlântico",        52 ,2,1,2,220000,2551616334,2022-05-08 20:08:48,-7.975346,-34.8444302
636,"            Rua Eduardo de Moraes, Bairro Novo",        85 ,2,1,1,335000,2543096973,2022-05-08 20:08:48,-7.9942423,-34.8426543
637,"            Avenida Ministro Marcos Freire, Casa Caiada",        155 ,3,2,1,700000,2497490960,2022-05-08 20:08:48,-7.9811394,-34.8352712
638,"            Casa Caiada, Olinda",        41 ,1,1,,380000,2560443550,2022-05-08 20:08:48,-7.9835463,-34.8389609
639,"            Rua João da Costa Lima, Casa Caiada",        64 ,2,1,2,478400,2558360265,2022-05-08 20:08:48,-7.9877679,-34.8420628
640,"            Avenida Governador Carlos de Lima Cavalcante, Casa Caiada",        65 ,3,1,2,169900,2544220251,2022-05-08 20:08:48,-7.9824958,-34.8375212
641,"            Rua Coronel João Ribeiro, Bairro Novo",        105 ,3,2,3,430000,2559742116,2022-05-08 20:08:48,-8.0007627,-34.8421559
642,"            Rua Aluísio de Azevedo, Jardim Atlântico",        88 ,3,1,1,230000,2549968580,2022-05-08 20:08:48,-7.9761781,-34.8411158
643,"            Rua do Xexéu, Rio Doce",        50 ,2,1,1,154000,2553559838,2022-05-08 20:08:48,-7.957805,-34.8452617
644,"            Rua Catulo da Paixão Cearense, Jardim Atlântico",        105 ,4,1,2,280000,2550203813,2022-05-08 20:08:48,-7.9753849,-34.8367645
645,"            Jardim Atlântico, Olinda",        52 ,2,1,2,220000,2554361889,2022-05-08 20:08:48,-7.9753891,-34.8459936
646,"            Casa Caiada, Olinda",        128 ,4,3,3,847557,2522779400,2022-05-08 20:08:48,-7.9835463,-34.8389609
647,"            Rio Doce, Olinda",        80 ,3,2,1,240000,2558250327,2022-05-08 20:08:48,-7.9661053,-34.8322058
648,"            Avenida Fagundes Varela, Jardim Atlântico",        105 ,3,1,3,250000,2539965440,2022-05-08 20:08:48,-7.9770194,-34.8424944
649,"            Rua Gildo Branco, Casa Caiada",        74 ,3,1,1,330000,2556487686,2022-05-08 20:08:48,-7.9825468,-34.8390406
650,"            Bairro Novo, Olinda",        107 ,3,1,3,390000,2556410925,2022-05-08 20:08:48,-8.0027701,-34.8431006
651,"            Bairro Novo, Olinda",        99 ,3,2,3,700000,2545207582,2022-05-08 20:08:48,-8.0027701,-34.8431006
652,"            Rua João Ubaldo de Miranda, Bonsucesso",        277 ,,,,100000,2554320840,2022-05-08 20:08:48,-8.0080128,-34.8485745
653,"            Casa Caiada, Olinda",        300 ,3,3,2,395000,2536699095,2022-05-08 20:08:48,-7.9835463,-34.8389609
654,"            Jardim Atlântico, Olinda",        67 ,3,1,1,300000,2543095141,2022-05-08 20:08:48,-7.9753891,-34.8459936
655,"            Rua Barão de Mauá, Jardim Atlântico",        97 ,3,1,2,180000,2558421400,2022-05-08 20:08:48,-7.9756766,-34.8453527
656,"            Rua Beliro Dourado, Jardim Atlântico",        48 ,2,1,1,154900,2551139607,2022-05-08 20:08:48,-7.9751353,-34.8491577
657,"            Bairro Novo, Olinda",        116 ,3,2,1,700000,2196945536,2022-05-08 20:08:48,-8.0027701,-34.8431006
658,"            Rua Quinze de Novembro, Varadouro",        145 ,7,,,850000,2539275298,2022-05-08 20:08:48,-8.0191831,-34.8533876
659,"            Rua Carlos Pessoa Monteiro, Casa Caiada",        300 ,3,3,5,1200000,2514557904,2022-05-08 20:08:48,-7.9908448,-34.8408931
660,"            Avenida Governador Carlos de Lima Cavalcante, Casa Caiada",        88 ,3,1,2,390000,2550221727,2022-05-08 20:08:48,-7.9824958,-34.8375212
661,"            Caixa d'Água, Olinda",        74 ,2,2,1,200000,2544886809,2022-05-08 20:08:48,-7.995352499999999,-34.9059823
662,"            Avenida São João Batista, Jardim Atlântico",        53 ,2,1,2,240652,2560351356,2022-05-08 20:08:48,,
663,"            Rua Professor Francisco Xavier Paes Barreto, Casa Caiada",        57 ,3,1,2,310000,2560509825,2022-05-08 20:08:48,-7.9903257,-34.8422608
664,"            Rio Doce, Olinda",        40 ,1,1,1,179000,2542856478,2022-05-08 20:08:48,-7.9661053,-34.8322058
665,"            Rua Delmiro Monteiro da Purificação, Jardim Atlântico",        112 ,3,2,3,350000,2553344712,2022-05-08 20:08:48,-7.9711973,-34.8378979
666,"            Rua do Grito, Bonsucesso",        62 ,2,1,2,285000,2553160611,2022-05-08 20:08:48,-8.0058957,-34.8469231
667,"            Avenida Nápoles, Rio Doce",        61 ,2,1,,140000,2529914841,2022-05-08 20:08:48,-7.9675749,-34.8512369
668,"            Avenida São João Batista, Jardim Atlântico",        83 ,3,1,3,170000,2561531459,2022-05-08 20:08:48,,
669,"            Rua Otaviano Pessoa Monteiro, Casa Caiada",        124 ,4,2,4,1190000,2532674880,2022-05-08 20:08:48,-7.9892805,-34.8399215
670,"            Rua Professor Diógenes Fernandes Távora, Casa Caiada",        54 ,2,1,1,170000,2555962014,2022-05-08 20:08:48,-7.9851617,-34.8453235
671,"            Rua Barão de Mauá, Jardim Atlântico",        55 ,2,1,2,150000,2537325108,2022-05-08 20:08:48,-7.9756766,-34.8453527
672,"            Avenida Guararapes, Jardim Atlântico",        34 ,1,1,1,175000,2532315774,2022-05-08 20:08:48,-7.9786434,-34.8422404
673,"            Rua Artur Serpa, Bairro Novo",        102 ,3,4,4,410000,2556397220,2022-05-08 20:08:48,-7.9950525,-34.8464205
674,"            Avenida Governador Carlos de Lima Cavalcante, Casa Caiada",        87 ,2,1,1,340000,2534046001,2022-05-08 20:08:48,-7.9824958,-34.8375212
675,"            Rua Álvaro da Boa Vista Maia, Jardim Atlântico",        85 ,2,1,2,155000,2552893399,2022-05-08 20:08:48,-7.9712137,-34.8395651
676,"            Rua Joaquim Antônio de Medeiros, Casa Caiada",        56 ,2,1,2,100000,2560658032,2022-05-08 20:08:48,-7.9879138,-34.8430973
677,"            Rua Vinte e Nove-A, Rio Doce",        43 ,2,1,1,206990,2557452021,2022-05-08 20:08:48,-7.9625956,-34.8474301
678,"            Avenida D, Rio Doce",        45 ,2,1,1,158000,2559742101,2022-05-08 20:08:48,-7.9631638,-34.8464586
679,"            Rua Olavo Bilac, Jardim Atlântico",        82 ,3,1,2,150000,2551613989,2022-05-08 20:08:48,-7.9774827,-34.8447135
680,"            Rua Romildo José Ferreira Gomes, Jardim Atlântico",        85 ,3,1,1,210000,2560312966,2022-05-08 20:08:48,-7.9780447,-34.841945
681,"            Avenida Governador Carlos de Lima Cavalcante, Casa Caiada",        100 ,3,2,5,590000,2542485508,2022-05-08 20:08:48,-7.9824958,-34.8375212
682,"            Casa Caiada, Olinda",        52 ,2,1,1,215000,2554277915,2022-05-08 20:08:48,-7.9835463,-34.8389609
683,"            Avenida Governador Carlos de Lima Cavalcante, Rio Doce",        124 ,3,1,3,335000,2446232149,2022-05-08 20:08:48,-7.9643799,-34.8318207
684,"            Rua Coronel João Ribeiro, Bairro Novo",        58 ,2,1,2,280000,2557219552,2022-05-08 20:08:48,-8.0007627,-34.8421559
685,"            Fragoso, Olinda",        50 ,2,1,1,180000,2543096875,2022-05-08 20:08:48,-7.9842603,-34.8520068
686,"            Rua Antonieta Guimarães de Andrade, Jardim Atlântico",        54 ,2,1,2,219000,2540236998,2022-05-08 20:08:48,-7.9692744,-34.8419518
687,"            Casa Caiada, Olinda",        73 ,3,2,1,359000,2538365585,2022-05-08 20:08:48,-7.9835463,-34.8389609
688,"            Rio Doce, Olinda",        46 ,2,1,1,180000,2540285036,2022-05-08 20:08:48,-7.9661053,-34.8322058
689,"            Rua dos Pescadores, Amaro Branco",        110 ,4,1,3,180000,2557219539,2022-05-08 20:08:48,-8.009257,-34.8453097
690,"            Avenida Governador Carlos de Lima Cavalcante, Rio Doce",        45 ,2,1,1,149900,2558408310,2022-05-08 20:08:48,-7.9643799,-34.8318207
691,"            Rua José Maurício Viana, Jardim Atlântico",        118 ,3,1,,220000,2511547727,2022-05-08 20:08:48,-7.9744465,-34.8389467
692,"            Avenida Doutor José Augusto Moreira, Casa Caiada",        74 ,2,1,2,280000,2558149062,2022-05-08 20:08:48,-7.9848483,-34.8380293
693,"            Rua Idelfonso Marinho de Araújo, Casa Caiada",        56 ,2,1,2,235000,2539639211,2022-05-08 20:08:48,-7.9888759,-34.8448979
694,"            Jardim Atlântico, Olinda",        51 ,2,1,1,168000,2550376896,2022-05-08 20:08:48,-7.9753891,-34.8459936
695,"            Rua Vinte e Sete de Janeiro, Carmo",        300 ,13,12,,1000000,2447840426,2022-05-08 20:08:48,-8.0171738,-34.851474
696,"            Rua Coroatá, Casa Caiada",        74 ,3,1,2,380000,2539389035,2022-05-08 20:08:48,,
697,"            Casa Caiada, Olinda",        56 ,2,2,,371000,2555597107,2022-05-08 20:08:48,-7.9835463,-34.8389609
698,"            Avenida do Contorno, Jardim Atlântico",        80 ,3,1,2,150000,2551141193,2022-05-08 20:08:48,-19.9389763,-43.9261891
699,"            Rua Coronel João Alexandre de Carvalho, Jardim Atlântico",        56 ,2,1,2,230000,2558316943,2022-05-08 20:08:48,-7.9684097,-34.8390986
700,"            Rua José Alexandre de Carvalho, Fragoso",        53 ,2,1,1,165000,2540093136,2022-05-08 20:08:48,-7.984358,-34.8526856
701,"            Jardim Atlântico, Olinda",        10 ,2,1,1,236500,2514045059,2022-05-08 20:08:48,-7.9753891,-34.8459936
702,"            Jardim Brasil, Olinda",        100 ,3,2,1,410000,2515638428,2022-05-08 20:08:48,-8.0039768,-34.8709438
703,"            Avenida Ministro Marcos Freire, Casa Caiada",        140 ,3,2,2,700000,2547584023,2022-05-08 20:08:48,-7.9811394,-34.8352712
704,"            Avenida Ministro Marcos Freire, Casa Caiada",        135 ,3,2,4,889500,2553417322,2022-05-08 20:08:48,-7.9811394,-34.8352712
705,"            Avenida Ministro Marcos Freire, Casa Caiada",        50 ,2,1,2,365000,2551597892,2022-05-08 20:08:48,-7.9811394,-34.8352712
706,"            Rua Joana Noberto Pessoa, Bairro Novo",        160 ,4,2,3,450000,2480539903,2022-05-08 20:08:48,-7.993924,-34.8447282
707,"            Rio Doce, Olinda",        85 ,3,1,1,300000,2505858435,2022-05-08 20:08:48,-7.9661053,-34.8322058
708,"            Rua do Sol, Carmo",        194 ,3,4,2,550000,2556402730,2022-05-08 20:08:48,-21.9314728,-42.6076037
709,"            Rua Coronel João Alexandre de Carvalho, Jardim Atlântico",        60 ,2,1,1,220000,2504077389,2022-05-08 20:08:48,-7.9684097,-34.8390986
710,"            Rua Ave Lira, Jardim Atlântico",        55 ,2,1,2,330000,2558423381,2022-05-08 20:08:48,-7.9807426,-34.8498721
711,"            Rua Primeiro de Janeiro, Peixinhos",        100 ,,,,5000,2560617281,2022-05-08 20:08:48,-8.0136406,-34.8734662
712,"            Rua Professor Ênio Carlos de Albuquerque, Rio Doce",        80 ,2,1,2,150000,2558421403,2022-05-08 20:08:48,-7.9644261,-34.8460222
